Start,1
12,2
0.25,3
0.5,4
0.125,5
2,6
1,7
0.625,8
0.375,9
2.125,:
0.875,;
1.5,<
4.25,=
2.25,>
4.5,?
0.75,@
3.5,A
4,B
2.5,C
1.25,D
1.375,E
6.5,F
1.75,G
5,H
1.625,I
2.375,J
3.625,K
3,L
2.625,M
1.125,N
7,O
5.5,P
2.75,Q
6,R
10,S
3.25,T
5.75,U
8.5,V
4.375,W
3.125,X
2.875,Y
3.75,Z
