Start,1
"[3, 15, 24, 27, 32]",๒
"[8, 20, 24, 27, 32]",๓
"[8, 20, 24, 32, 39]",๔
"[8, 20, 27, 32, 36]",๕
"[6, 18, 27, 32]",๖
"[5, 17, 25, 32, 37]",๗
"[6, 18, 25, 34, 41]",๘
"[6, 18, 27, 34, 39]",๙
"[10, 22, 29, 37]",๚
"[10, 22, 37]",๛
"[10, 22, 30, 37]",๜
"[8, 20, 27, 32, 37]",๝
"[6, 18, 24, 27, 32]",๞
"[5, 32, 37]",๟
"[8, 27, 36]",๠
"[0, 12, 21, 27, 29]",๡
"[1, 13, 22, 29, 34]",๢
"[5, 17, 25, 29, 34]",๣
"[6, 18, 22, 25, 34]",๤
"[6, 18, 22, 25]",๥
"[3, 15, 27, 30, 36]",๦
"[5, 29, 34]",๧
"[10, 22, 25, 29, 34]",๨
"[10, 22, 29, 34, 37]",๩
"[7, 19, 28, 34, 37]",๪
"[8, 20, 29, 36]",๫
"[12, 24, 29, 32]",๬
"[5, 17, 20, 29]",๭
"[3, 15, 24, 30, 32]",๮
"[1, 13, 25, 29, 32]",๯
"[3, 15, 25, 30, 32]",๰
"[6, 18, 25, 30, 34]",๱
"[5, 17, 26, 32, 34]",๲
"[5, 17, 26]",๳
"[3, 15, 27, 31, 39]",๴
"[5, 17, 27, 32, 39]",๵
"[7, 19, 27, 34, 37]",๶
"[6, 18, 24, 32]",๷
"[3, 15, 25, 30, 37]",๸
"[1, 13, 29, 32, 41]",๹
"[1, 13, 32]",๺
"[6, 18, 30, 34, 39]",๻
"[8, 20, 29, 32, 37]",๼
"[-4, 8, 27, 32, 36]",๽
"[1, 13, 29, 32, 37]",๾
"[8, 20]",๿
"[0, 32, 39]",຀
"[13, 25, 32, 41]",ກ
"[6, 18, 22]",ຂ
"[10, 29, 34]",຃
"[8, 20, 29]",ຄ
"[5, 32, 41]",຅
"[3, 27, 32]",ຆ
"[32, 41]",ງ
"[8, 32, 36]",ຈ
"[6, 18, 24]",ຉ
"[3, 15, 27]",ຊ
"[22, 25, 29]",຋
"[0, 12, 22]",ຌ
"[-4, 8, 27]",ຍ
"[5, 29, 32]",ຎ
"[3, 15, 24]",ຏ
"[8, 20, 27]",ຐ
"[22, 30, 37]",ຑ
"[22, 37]",ຒ
"[32, 37]",ຓ
"[29, 37]",ດ
"[20, 27, 36]",ຕ
"[19, 27, 34, 37]",ຖ
"[6, 18, 22, 30, 37]",ທ
"[-5, 4, 7, 16]",ຘ
"[-3, 4, 9]",ນ
"[-3, 2, 9]",ບ
"[-3, 2]",ປ
"[-3, 1, 9]",ຜ
"[1, 9]",ຝ
"[-6, 2, 9, 14]",ພ
"[-6, 2, 9, 12]",ຟ
"[-10, 2, 6, 11]",ຠ
"[0, 9]",ມ
"[-6, 4, 9, 12]",ຢ
"[-6, 4, 9, 16]",ຣ
"[0, 12, 16, 23, 24]",຤
"[-5, 0, 7, 12, 14, 19, 23, 28, 31]",ລ
"[-5, 22, 25]",຦
"[22, 25]",ວ
"[-5, 7, 19, 22, 23, 25, 26]",ຨ
"[-5, 0, 12, 16, 19, 24]",ຩ
"[-5, 7, 12, 14, 23, 31]",ສ
"[23, 31]",ຫ
"[-7, 7, 16, 19, 24]",ຬ
"[0, 12, 16, 19, 26]",ອ
"[7, 17]",ຮ
37/12,ຯ
"[7, 19, 22, 25]",ະ
"[0, 12, 16, 19, 24, 26]",ັ
"[-8, 7, 16]",າ
"[-7, 0, 8, 11]",ຳ
"[-7, 0, 11, 14]",ິ
"[-8, 0, 10, 19]",ີ
"[-5, 0, 5, 14]",ຶ
"[-10, -3, 6, 12]",ື
"[-10, -3, 6, 11]",ຸ
"[-10, 0, 6, 16]",ູ
"[-10, 0, 6, 14]",຺
"[-10, 0, 6, 12]",ົ
"[-5, 2, 5, 14]",ຼ
"[-5, 7, 9, 17]",ຽ
"[0, 4, 14, 19]",຾
"[0, 7, 9, 16]",຿
"[-8, 2, 8, 11]",ເ
"[-8, 2, 4]",ແ
"[-7, -3, 9, 12]",ໂ
"[-8, -1, 8, 16]",ໃ
"[-8, 2, 11, 16]",ໄ
"[-7, 5, 12, 19]",໅
"[-3, 5, 10, 14]",ໆ
"[-5, 4, 10, 14]",໇
"[-5, 2, 10, 14]",່
"[-5, 10, 17]",້
"[-5, 9, 10, 17]",໊
"[-3, 5, 12, 19]",໋
"[0, 5, 14, 19]",໌
"[3, 5, 12, 21]",ໍ
"[2, 5, 10, 21]",໎
"[0, 7, 14, 19]",໏
"[0, 7, 11, 19]",໐
"[-5, 0, 10, 17]",໑
"[-3, 5, 14]",໒
"[-5, 9, 14, 17]",໓
"[0, 4, 16, 24]",໔
"[2, 7, 14, 21]",໕
"[7, 9, 19, 24]",໖
"[-7, 12, 21, 29]",໗
"[-5, 11, 17, 26]",໘
"[-5, 7, 12, 17, 21]",໙
"[-1, 0, 11, 12, 14, 19, 28, 29]",໚
"[-8, 4, 13, 21, 28]",໛
"[-5, 7, 17, 19, 23, 24, 26, 28]",ໜ
"[12, 16, 19, 26]",ໝ
"[2, 18, 24, 28]",ໞ
"[2, 18, 24, 26]",ໟ
"[2, 16, 24, 28]",໠
"[12, 14, 21, 29]",໡
"[7, 11, 19, 29]",໢
"[5, 12, 14, 21]",໣
"[12, 17, 21, 24]",໤
"[4, 7, 12, 14]",໥
"[4, 11, 12, 19]",໦
"[-3, 9, 12, 18]",໧
"[-5, 10, 15]",໨
"[0, 12, 19, 29, 38]",໩
"[5, 17, 21, 33, 40]",໪
"[2, 33, 41]",໫
"[4, 16, 25, 33, 40]",໬
"[7, 31, 40]",໭
"[2, 6, 12, 22]",໮
"[0, 5, 10, 14]",໯
"[0, 3, 9, 18]",໰
"[-2, 2, 14, 19]",໱
"[-7, 0, 5, 9, 12]",໲
"[-12, 0, 5, 9, 12]",໳
"[-12, 0, 9, 12, 19]",໴
"[-12, 0, 9, 12, 17]",໵
"[-5, 0, 10, 14]",໶
"[-12, 0, 4, 10, 12]",໷
"[-5, 0, 4, 10, 12]",໸
"[0, 7, 12, 22]",໹
"[0, 10, 16, 21]",໺
"[3, 12, 17, 21]",໻
"[2, 10, 17, 24]",໼
"[5, 10, 14, 17]",໽
"[-5, 7, 11, 14, 19, 23]",໾
"[-5, 7, 14, 17, 23, 26, 29]",໿
"[-3, 9, 14, 24, 29]",ༀ
"[-3, -1, 9, 11, 19, 24, 26, 29]",༁
"[-8, 4, 12, 22, 31]",༂
"[-7, 5, 12, 21, 31]",༃
"[-7, -5, 5, 7, 16, 17, 19, 21, 24, 26]",༄
"[-5, 7, 14, 16, 19, 23, 24]",༅
"[-5, 0, 7, 12, 17, 19, 26]",༆
"[27, 30]",༇
"[27, 28, 30, 31]",༈
"[0, 12, 18, 24, 27]",༉
"[-5, 2, 7, 14, 18, 19, 21, 23]",༊
"[2, 14, 24, 33]",་
"[2, 14, 21, 30]",༌
"[0, 12, 15, 16, 24, 30, 31]",།
"[0, 12, 15, 24, 30]",༎
"[0, 12, 16, 19, 24, 28, 31]",༏
"[-8, 4, 19, 22, 24]",༐
"[-5, 7, 12, 16, 19, 24]",༑
"[-5, 7, 17, 24, 26]",༒
"[-5, 7, 16, 17, 19, 24, 26]",༓
"[0, 12, 16, 17, 19, 24, 26]",༔
"[-5, 7, 14, 17, 23, 26]",༕
"[-5, -3, 7, 9, 14, 23, 24, 29]",༖
"[-1, 0, 11, 12, 19, 26, 29]",༗
"[-3, 2, 9, 14, 16, 19, 21, 23, 24]",༘
"[-5, 7, 14, 19, 23, 26]",༙
"[-5, 7, 17, 19, 24, 26, 28]",༚
"[-5, 4, 9, 16]",༛
"[-5, 7, 19, 26, 29, 31, 35]",༜
"[-5, 7, 19, 31, 35]",༝
"[-5, 0, 7, 12, 23, 24, 29, 33]",༞
"[0, 12, 24, 27, 28, 30, 31]",༟
"[0, 12, 24, 27, 30]",༠
"[0, 2, 12, 14, 21, 23, 26, 28, 31, 33]",༡
"[2, 14, 19, 23, 26, 35]",༢
"[2, 14, 18, 19, 24, 28, 33]",༣
"[-5, 2, 7, 14, 19, 21, 23, 24, 30, 31]",༤
"[5, 17, 21, 23, 29, 35, 36]",༥
"[4, 16, 22, 31, 36]",༦
"[-3, 9, 18, 26, 36]",༧
"[-5, -3, 7, 9, 18, 19, 24, 26, 28]",༨
"[-5, 7, 17, 21, 23, 24, 26]",༩
"[-5, 0, 7, 12, 16, 17, 19, 24, 26]",༪
"[-5, 7, 19, 23, 29, 31, 33, 35]",༫
"[0, 12, 24, 28, 29, 31, 33]",༬
"[-5, 0, 7, 12, 19, 28, 29, 35, 36]",༭
"[0, 12, 19, 21, 28, 33, 35]",༮
"[2, 14, 19, 23, 26, 31]",༯
"[2, 14, 18, 19, 24, 26, 33, 35]",༰
"[2, 14, 19, 21, 24, 28, 30]",༱
"[0, 5, 12, 17, 24, 28, 29, 31, 33]",༲
[33],༳
"[5, 17, 23, 24, 29, 35]",༴
"[0, 5, 12, 17, 21, 24, 28, 29, 31, 36]",༵
"[-5, 7, 17, 19, 21, 24, 26]",༶
"[-7, 0, 12, 21]",༷
"[-3, 7, 12, 19]",༸
"[0, 5, 12, 16]",༹
"[-8, 11, 12, 19]",༺
"[-7, 9, 12, 19]",༻
"[-3, 9, 13, 17]",༼
"[2, 5, 14]",༽
"[0, 12, 14, 21, 29]",༾
"[4, 23, 31]",༿
"[16, 23, 31]",ཀ
"[-3, 9, 12, 24, 31]",ཁ
"[-3, 9, 16, 24, 28]",ག
"[-3, 24, 28]",གྷ
"[-8, 4, 19, 28, 31]",ང
"[-10, 2, 21, 28, 31]",ཅ
"[2, 14, 21, 26]",ཆ
"[14, 21, 26]",ཇ
"[0, 12, 21, 26]",཈
"[0, 21, 26]",ཉ
"[-5, 7, 14, 19, 29]",ཊ
"[-7, 5, 11, 19, 26]",ཋ
"[-8, 4, 19, 23, 31]",ཌ
"[-8, 23, 31]",ཌྷ
"[0, 23, 28]",ཎ
"[21, 26]",ཏ
"[12, 21, 26]",ཐ
"[0, 12, 17, 19, 24, 28]",ད
"[-8, -7, 4, 12, 19, 31]",དྷ
"[7, 12, 19, 23, 24, 31, 40]",ན
"[9, 17, 21, 24, 29, 33]",པ
"[0, 5, 12, 24, 28, 31]",ཕ
"[7, 19, 21, 29, 36]",བ
"[12, 24, 31, 43]",བྷ
"[7, 19, 21, 29]",མ
"[21, 24, 28, 29, 36, 38]",ཙ
"[5, 9, 17, 24, 29, 33]",ཚ
"[5, 12, 24, 28, 36]",ཛ
"[12, 24, 31, 38, 40]",ཛྷ
"[7, 12, 24, 31]",ཝ
"[0, 12, 24, 28, 31, 40, 43]",ཞ
"[7, 12, 19, 23, 24, 31, 38]",ཟ
"[7, 19, 29, 36]",འ
"[28, 31, 43]",ཡ
"[19, 21, 23, 24, 28, 36]",ར
"[5, 9, 29, 33]",ལ
"[0, 12, 17, 24, 28, 31]",ཤ
"[7, 12, 40]",ཥ
"[0, 12, 24, 28, 31, 40]",ས
"[7, 12, 23, 24, 38]",ཧ
"[7, 11, 16, 26]",ཨ
"[2, 26, 35]",ཀྵ
"[4, 16, 19, 26, 35]",ཪ
"[2, 4, 14, 16, 17, 19, 23, 24, 26]",ཫ
"[-3, 9, 16, 28, 36]",ཬ
"[11, 19, 26, 35]",཭
"[0, 2, 12, 14, 19, 23, 24, 26, 28]",཮
"[2, 23, 26]",཯
"[0, 2, 12, 19, 23, 24, 26, 28]",཰
"[2, 14, 18, 33]",ཱ
"[2, 4, 14, 16, 19, 23, 24, 26]",ི
"[4, 24]",ཱི
"[14, 17, 26, 35]",ུ
"[4, 26, 35]",ཱུ
"[14, 17, 23, 26]",ྲྀ
"[0, 12, 14, 17, 19, 23, 24, 26, 28]",ཷ
"[2, 23, 29]",ླྀ
"[2, 14, 16, 19, 23, 24, 26]",ཹ
"[2, 14, 16, 17, 19, 23, 24, 26]",ེ
"[0, 2, 12, 14, 17, 19, 24, 28]",ཻ
"[16, 19, 26, 35]",ོ
"[0, 2, 12, 14, 19, 24, 28]",ཽ
"[0, 12, 18, 21, 26]",ཾ
"[-3, 9, 16, 19, 24]",ཿ
"[-10, 2, 11, 19, 26]",ྀ
"[-12, 0, 9, 19, 28]",ཱྀ
"[-12, 0, 9, 16, 28]",ྂ
"[-10, 2, 9, 12, 18]",ྃ
"[-8, 4, 9, 12, 19]",྄
"[-3, 9, 14, 17, 24]",྅
"[-8, 4, 7, 19, 24]",྆
"[-10, 2, 9, 17, 29]",྇
"[-10, 2, 11, 19, 29]",ྈ
"[-12, 0, 9, 28]",ྉ
"[7, 16, 19]",ྊ
"[-4, 14, 17, 23]",ྋ
"[-1, 14, 16, 23]",ྌ
"[2, 5, 12, 24]",ྍ
"[-10, 7, 9, 16]",ྎ
"[4, 8, 16, 24]",ྏ
"[4, 8, 14, 23]",ྐ
"[5, 8, 14, 23]",ྑ
"[-8, 10, 13, 19]",ྒ
"[-5, 5, 9]",ྒྷ
"[0, 12, 16, 28, 33]",ྔ
"[2, 14, 18, 24, 26, 33]",ྕ
"[-1, 11, 17, 26, 31]",ྖ
"[0, 4, 7, 9]",ྗ
"[-10, 5, 9, 16]",྘
"[-1, 4, 12, 16]",ྙ
"[-3, 4, 12, 19]",ྚ
"[-2, 4, 14, 19]",ྛ
"[1, 4, 9, 21]",ྜ
"[2, 9, 14]",ྜྷ
"[-3, 7, 12, 17]",ྞ
"[0, 2, 5, 12]",ྟ
"[-5, 4, 12, 24]",ྠ
"[-8, 7, 12, 24]",ྡ
"[-10, 5, 11, 21]",ྡྷ
"[5, 9, 14, 19]",ྣ
"[2, 5, 11, 19, 21]",ྤ
"[0, 7, 11, 12]",ྥ
"[-8, 0, 4, 7]",ྦ
"[-7, 2, 9]",ྦྷ
"[7, 12, 16, 22]",ྨ
"[2, 5, 12, 22]",ྩ
"[9, 21]",ྪ
"[-2, 10, 15, 17]",ྫ
"[-2, 15, 22]",ྫྷ
"[-2, 14, 22]",ྭ
"[2, 5, 10, 20]",ྮ
"[3, 19]",ྯ
"[2, 7, 9, 14]",ྰ
"[-10, 6, 9, 14]",ྱ
"[-13, 2, 7, 14]",ྲ
"[-10, 2, 7, 11]",ླ
"[-12, 4, 7, 9]",ྴ
"[-10, 2, 6, 9]",ྵ
"[-8, 0, 7, 10]",ྶ
"[-8, 0, 5, 9]",ྷ
"[-8, 4, 11, 14]",ྸ
"[4, 12, 22]",ྐྵ
"[-7, 4, 9, 14]",ྺ
"[-3, 9, 14, 24, 30]",ྻ
"[-7, 5, 16, 21, 26]",ྼ
"[-7, 5, 15, 21]",྽
"[-8, 4, 16, 21, 24]",྾
"[-8, 4, 14, 20, 23]",྿
"[-1, 11, 16, 20, 26]",࿀
"[-3, 9, 14, 21, 29]",࿁
"[-4, 8, 11, 23, 28]",࿂
"[-3, 9, 16, 23, 26]",࿃
"[-8, 4, 16, 21, 26]",࿄
"[-8, -7, 4, 5, 14, 16, 21, 26]",࿅
"[5, 29]",࿆
"[-7, 5, 14, 16, 21, 26]",࿇
"[-3, 9, 12, 16, 21]",࿈
"[-7, 5, 16, 17, 21, 26]",࿉
"[-10, -8, 4, 16, 21, 26]",࿊
"[-3, 21, 28]",࿋
"[-10, -8, 2, 4, 16, 17, 21, 26]",࿌
"[-10, 2, 17]",࿍
"[-8, 21, 26]",࿎
"[-8, -7, 5, 14, 21, 26]",࿏
"[17, 29]",࿐
"[-7, 5, 16]",࿑
"[-10, 2, 14, 17, 21]",࿒
4.583333333,࿓
"[-3, 9, 13, 16, 21]",࿔
"[11, 14, 19, 31]",࿕
"[9, 16, 19, 24]",࿖
"[9, 16, 18, 24]",࿗
"[0, 14, 19, 23]",࿘
"[9, 17, 23, 26]",࿙
"[8, 16, 23, 28]",࿚
"[7, 11, 19, 31]",࿛
"[5, 16, 19, 21]",࿜
"[4, 9, 13, 16]",࿝
"[-5, 7, 11, 21]",࿞
"[5, 9, 19, 21]",࿟
"[5, 11, 17, 21]",࿠
"[-4, -1, 14, 16]",࿡
"[-1, 2, 11, 16]",࿢
"[0, 4, 9, 21]",࿣
"[1, 9, 19]",࿤
"[3, 9, 12, 18]",࿥
"[6, 12, 14, 21]",࿦
"[-8, 7, 12, 23]",࿧
"[-3, 2, 14, 23]",࿨
"[-3, 0, 16, 23]",࿩
"[-1, 2, 17, 21]",࿪
"[-1, 7, 17, 19]",࿫
"[0, 7, 14, 16]",࿬
"[7, 11, 14, 16]",࿭
"[-1, 9, 14, 24]",࿮
"[0, 9, 16, 24]",࿯
"[2, 9, 16, 24]",࿰
"[4, 9, 16, 23]",࿱
"[4, 9, 16, 21]",࿲
"[4, 8, 12, 16, 23]",࿳
"[4, 8, 12, 14, 23]",࿴
"[0, 5, 14, 24]",࿵
"[2, 10, 16, 19]",࿶
"[4, 9, 16, 17]",࿷
"[7, 9, 14, 17]",࿸
"[9, 13, 16]",࿹
"[-1, 7, 19, 26]",࿺
"[-1, 7, 18, 26]",࿻
"[0, 12, 17, 19, 23, 26]",࿼
"[-7, 5, 21, 24]",࿽
"[-7, 5, 19, 23]",࿾
"[-7, 7, 19, 26, 29]",࿿
"[-7, 7, 19, 24, 28]",က
"[-7, 7, 19, 23, 26]",ခ
"[-3, 7, 17, 19, 23]",ဂ
"[0, 4, 21]",ဃ
"[-7, 0, 12]",င
"[7, 11, 21]",စ
"[-8, -3, 4, 9, 12, 16, 24, 28, 31]",ဆ
"[-8, 4, 12, 28, 31]",ဇ
"[-5, 5, 7, 19, 21, 24, 26, 28, 29]",ဈ
"[9, 16]",ဉ
"[2, 23, 31]",ည
"[0, 11, 12, 19, 26, 28, 31, 33]",ဋ
"[0, 28, 33]",ဌ
"[-5, 2, 7, 14, 18, 19, 23, 24, 31, 33]",ဍ
"[-8, 24]",ဎ
"[-8, 4, 9, 21, 22, 24, 28, 31]",ဏ
"[-8, 4, 22, 24, 31]",တ
[-8],ထ
"[-7, -5, 5, 7, 19, 21, 24, 28]",ဒ
"[0, 7, 12, 16, 17, 23, 24, 26]",ဓ
"[-1, 0, 12, 19, 28, 33]",န
"[-8, -3, 4, 9, 21, 22, 24, 28, 31]",ပ
"[-8, -3, 4, 9, 12, 16, 28, 31]",ဖ
"[-7, -5, 5, 7, 19, 21, 24, 26, 28, 29]",ဗ
"[-1, 0, 12, 19, 26, 28, 31, 33]",ဘ
"[14, 18, 24, 33]",မ
"[-5, 7, 14, 18, 19, 23, 24, 31, 33]",ယ
"[-8, -3, 4, 22, 24, 28, 31]",ရ
"[-5, 5, 7, 19, 21, 24, 28]",လ
"[4, 13, 16]",ဝ
"[-8, 4, 8, 16]",သ
"[-6, 4, 9, 14]",ဟ
"[-4, 4, 11, 14]",ဠ
"[-4, 11]",အ
"[0, 4, 7, 14]",ဢ
"[2, 17, 23, 31]",ဣ
"[0, 16, 24, 31]",ဤ
"[5, 12, 17, 24]",ဥ
"[7, 12, 19, 24]",ဦ
"[0, 7, 12, 23]",ဧ
"[-2, 10, 19]",ဨ
"[-5, 7, 19, 26, 28, 29, 31]",ဩ
"[-5, 0, 7, 12, 19, 24, 26, 28, 29]",ဪ
"[5, 17, 21, 24, 33, 36]",ါ
"[0, 5, 12, 17, 24, 29, 33]",ာ
"[14, 19]",ိ
"[-7, -5, 5, 7, 16, 17, 24, 33]",ီ
"[-5, 7, 17, 24, 28]",ု
"[-3, -2, 9, 10, 17, 19, 24, 28, 29]",ူ
"[-7, 0, 5, 12, 16, 17, 24, 31, 33]",ေ
"[-5, 7, 19, 23, 28, 31]",ဲ
"[-5, 7, 19, 23, 26, 29, 31]",ဳ
"[-7, -5, 5, 7, 16, 17, 24, 31, 33]",ဴ
"[5, 17, 21, 24, 29, 33, 35]",ဵ
"[14, 19, 23, 31]",ံ
"[14, 19, 23, 26]",့
"[9, 19, 25, 28]",း
"[14, 24, 30]",္
"[0, 12, 24, 26, 28, 31]",်
"[2, 14, 24, 33, 41]",ျ
"[0, 31, 36]",ြ
"[9, 21, 24, 28, 31, 36]",ွ
"[2, 5, 14, 24, 33, 41]",ှ
"[4, 31, 40]",ဿ
"[5, 9, 17, 21, 24, 26, 33, 36]",၀
"[19, 26, 31, 35]",၁
"[0, 7, 12, 28, 31, 36]",၂
"[0, 12, 19, 24, 28, 36]",၃
"[14, 26, 29, 33]",၄
"[2, 7, 23]",၅
"[-5, 11, 19, 26, 29, 31]",၆
"[-1, 12, 19, 24, 28]",၇
"[0, 9, 21, 24, 29]",၈
"[-3, 0, 12, 19, 24, 28]",၉
"[7, 14, 19, 21, 23, 26, 31]",၊
"[4, 9, 21, 24, 28, 36]",။
"[0, 7, 12, 24, 31, 38, 40]",၌
"[4, 31, 36, 40]",၍
"[5, 16, 24, 29, 33]",၎
"[7, 17, 19, 23, 24, 31]",၏
"[0, 12, 19, 24, 28, 31, 35, 36]",ၐ
"[0, 12, 24, 31, 35]",ၑ
"[0, 12, 24, 29, 31, 33]",ၒ
"[0, 12, 17, 19, 23, 24, 26, 28]",ၓ
"[0, 7, 12, 16, 19, 23, 24, 26]",ၔ
"[-5, 7, 16, 17, 23, 24, 26]",ၕ
"[5, 12, 20, 23]",ၖ
"[-7, 11, 19]",ၗ
"[-1, 0, 11, 12, 14, 16, 19, 28]",ၘ
"[-1, 11, 14, 19, 28]",ၙ
"[-3, 9, 12, 24, 30]",ၚ
"[-8, 4, 14, 19, 23]",ၛ
"[-8, 4, 5, 12, 24, 31]",ၜ
"[-8, 4, 12, 31]",ၝ
"[-8, 4, 12, 23, 31]",ၞ
"[-7, 5, 12, 21, 23, 31]",ၟ
"[-5, 7, 12, 19, 28, 29]",ၠ
"[-12, 0, 12, 16, 17, 24]",ၡ
"[-3, -1, 9, 11, 12, 14, 24, 30]",ၢ
"[-7, -5, 5, 11, 19]",ၣ
"[-8, 4, 12, 23, 24, 31]",ၤ
"[-7, 5, 12, 21, 29, 31]",ၥ
"[-8, -7, 4, 5, 12, 24, 31]",ၦ
"[-5, 11, 19]",ၧ
"[-8, 4, 19, 23]",ၨ
"[11, 14, 19, 28]",ၩ
"[-8, 4, 12, 19, 23]",ၪ
"[-7, 5, 12, 19, 23]",ၫ
"[5, 17, 21, 24, 28]",ၬ
"[-6, 6, 15, 21, 24]",ၭ
"[-7, 5, 14, 21, 31]",ၮ
"[-7, 5, 14, 21, 29]",ၯ
"[-1, 9, 14, 18]",ၰ
"[-1, 6, 14]",ၱ
"[-2, 5, 7, 14]",ၲ
"[-2, 5, 7, 16]",ၳ
"[-4, 5, 12, 16]",ၴ
"[-2, 2, 9]",ၵ
"[-2, 7, 9, 14]",ၶ
"[-2, 5, 9, 14]",ၷ
"[-3, 7, 12, 16]",ၸ
"[-4, 5, 12, 19]",ၹ
"[-10, 9, 17, 21]",ၺ
"[-10, 9, 16, 19]",ၻ
"[-5, 4, 11, 17]",ၼ
"[0, 4, 9]",ၽ
"[-2, 2, 7]",ၾ
"[-3, 1, 7]",ၿ
"[-7, 0, 8, 14]",ႀ
"[-5, 7, 14, 16]",ႁ
"[2, 9, 16, 19]",ႂ
"[2, 9, 14, 16]",ႃ
"[2, 5, 9, 12]",ႄ
"[4, 6, 11, 16]",ႅ
"[-8, 2, 7, 14]",ႆ
"[-8, 1, 7, 16]",ႇ
"[-10, -3, 5, 14]",ႈ
"[-5, 5, 12]",ႉ
"[-7, 12, 14]",ႊ
"[0, 4, 10, 17]",ႋ
"[10, 16]",ႌ
"[-7, -1, 8]",ႍ
"[-7, 2, 10]",ႎ
"[-7, 5, 14, 22]",ႏ
"[-7, 5, 8, 11]",႐
"[-7, 2, 8, 14]",႑
"[-2, 4, 10, 13]",႒
"[0, 4, 7, 10]",႓
"[0, 4, 14, 22]",႔
"[9, 12, 16, 21, 28]",႕
"[0, 9, 16, 21, 24]",႖
"[0, 7, 16, 19, 24]",႗
"[-8, 9, 12, 14]",႘
"[-5, 7, 11, 12]",႙
"[4, 16, 24, 31, 38]",ႚ
"[0, 12, 24, 29, 35]",ႛ
"[7, 19, 23, 24, 28, 29, 36, 38]",ႜ
"[5, 17, 21, 29, 40]",ႝ
"[17, 21, 29, 40]",႞
"[5, 17, 21, 29, 38, 40]",႟
"[5, 17, 21, 29, 33, 38]",Ⴀ
"[0, 28, 38]",Ⴁ
"[0, 12, 19, 24, 28, 31]",Ⴂ
"[5, 29, 40]",Ⴃ
"[12, 24, 28, 38]",Ⴄ
"[-1, 0, 11, 12, 19, 24, 28]",Ⴅ
"[-10, 2, 14, 21, 31]",Ⴆ
"[-10, 2, 14, 21, 30, 31]",Ⴇ
"[-10, 2, 14, 21]",Ⴈ
"[-3, 9, 16, 17, 24]",Ⴉ
"[-12, 0, 16, 19, 28]",Ⴊ
"[-7, 5, 21, 24, 26, 29]",Ⴋ
"[-5, 7, 19, 26, 28]",Ⴌ
"[-1, 0, 11, 12, 19, 24, 26, 28, 29]",Ⴍ
"[0, 2, 12, 14, 19, 23, 26]",Ⴎ
"[-5, 7, 14, 23, 30, 31]",Ⴏ
"[-1, 19]",Ⴐ
"[-7, 7, 11, 21]",Ⴑ
"[-3, 6, 14, 24]",Ⴒ
"[2, 11, 14]",Ⴓ
"[-3, 5, 12, 24]",Ⴔ
"[-7, 7, 12, 19]",Ⴕ
"[-7, 10, 12, 19]",Ⴖ
"[-5, 4, 7, 19]",Ⴗ
"[-10, 5, 11, 14]",Ⴘ
"[-7, 4, 7, 16]",Ⴙ
"[-8, 4, 8, 14]",Ⴚ
"[-3, 4, 7]",Ⴛ
"[0, 6, 14]",Ⴜ
"[-1, 11, 16, 19, 24]",Ⴝ
"[-5, 7, 16, 21, 24]",Ⴞ
"[-3, 9, 16, 19, 21, 24]",Ⴟ
"[-5, 7, 16, 19, 24, 26]",Ⴠ
"[0, 12, 17, 23]",Ⴡ
"[7, 17, 23, 33]",Ⴢ
"[7, 16, 23, 31]",Ⴣ
"[9, 14, 18, 23]",Ⴤ
"[2, 12, 18, 25]",Ⴥ
"[11, 14, 17, 19]",჆
"[4, 13, 21, 28]",Ⴧ
"[6, 14, 21, 24]",჈
"[12, 17, 23, 26]",჉
"[2, 14, 21, 28]",჊
"[12, 28, 31]",჋
"[12, 26, 29]",჌
"[-3, 6, 12, 21]",Ⴭ
"[-7, 5, 17, 19, 22]",჎
"[-7, 5, 17, 26, 34]",჏
"[-5, 7, 12, 22, 28]",ა
"[0, 12, 17, 21, 29]",ბ
"[0, 12, 19, 24, 34]",გ
"[7, 19, 28, 34]",დ
"[9, 21, 29, 36]",ე
"[-5, 7, 17, 26, 34]",ვ
"[23, 33]",ზ
"[-7, 26, 34]",თ
"[-5, 23, 33]",ი
"[7, 17, 23, 31]",კ
"[12, 22]",ლ
"[12, 22, 24, 31]",მ
"[4, 16, 22]",ნ
"[5, 17, 26, 34]",ო
"[16, 22]",პ
"[9, 12, 17, 19]",ჟ
"[0, 7, 16, 26]",რ
"[12, 21, 29]",ს
"[4, 22, 31]",ტ
"[-5, 2, 12, 17]",უ
"[2, 11, 17, 23]",ფ
"[2, 6, 21]",ქ
"[5, 9, 13, 16]",ღ
"[-5, 7, 10, 16]",ყ
"[-3, 4, 9, 13]",შ
"[0, 9, 16, 18]",ჩ
"[-8, 7, 10, 19]",ც
"[-7, 7, 9, 12]",ძ
"[-10, 5, 12, 16]",წ
"[-10, 2, 16, 17, 21, 26]",ჭ
"[-10, 2, 16, 21, 26]",ხ
"[-10, 2, 21, 26]",ჯ
"[-5, 7, 19, 21, 23, 24, 26]",ჰ
"[4, 16, 19, 21, 24]",ჱ
"[2, 4, 14, 16, 17, 19, 21, 26]",ჲ
"[-5, 7, 14, 16, 23, 26]",ჳ
"[-12, 0, 19, 23, 24, 26, 28]",ჴ
"[4, 5, 16, 17, 19, 21, 24]",ჵ
"[5, 17, 19, 24, 34]",ჶ
"[5, 12, 17, 21, 24]",ჷ
