Start,1
"[4, 9, 12, 21]",ᳺ
"[-12, 7, 16]",᳻
"[-12, 5, 7, 14]",᳼
"[-1, 0, 24, 26, 31]",᳽
"[-3, 9, 11, 14, 18, 26, 33]",᳾
"[12, 14, 18, 19, 26, 33]",᳿
"[2, 7, 19, 23, 24, 31]",ᴀ
"[0, 2, 12, 19, 24, 28]",ᴁ
"[-5, 0, 12, 19, 24, 28]",ᴂ
"[0, 11, 12, 19, 28, 31]",ᴃ
"[5, 7, 19, 21, 24, 28]",ᴄ
"[-5, 0, 7, 12, 16, 17]",ᴅ
"[-7, 0, 5, 12, 17, 19, 21, 26]",ᴆ
"[-5, 7, 14, 16, 19, 23]",ᴇ
"[0, 26, 31]",ᴈ
"[-3, -1, 9, 11, 14, 18]",ᴉ
"[7, 19, 26, 33, 35]",ᴊ
"[-5, 0, 12, 19]",ᴋ
"[14, 18, 26, 28, 36]",ᴌ
"[-5, 2, 7, 19, 33]",ᴍ
"[2, 24, 33]",ᴎ
"[0, 4, 16, 19, 24, 36]",ᴏ
"[5, 12, 16, 17, 24, 33]",ᴐ
"[0, 2, 12, 19, 23, 24, 28, 29]",ᴑ
"[-5, 9, 13, 16]",ᴒ
"[-8, 1, 9, 19]",ᴓ
"[2, 5, 14, 17, 21, 26, 29, 30, 33, 38]",ᴔ
"[0, 12, 19, 28, 29, 36, 38]",ᴕ
"[7, 19, 23, 29, 31, 33]",ᴖ
"[0, 9, 12, 19, 21, 28, 36]",ᴗ
"[0, 5, 12, 17, 19, 28, 33, 36]",ᴘ
"[7, 19, 23, 26, 29, 33]",ᴙ
"[17, 26, 29, 33]",ᴚ
6.583333333,ᴛ
"[2, 9, 17, 19]",ᴜ
"[-10, 5, 14]",ᴝ
"[-8, 0, 11, 19]",ᴞ
"[-3, 2, 11, 19]",ᴟ
"[-1, 2, 14]",ᴠ
"[-3, 7, 11, 14]",ᴡ
"[0, 7, 14]",ᴢ
"[11, 12, 23, 24, 28, 31]",ᴣ
"[5, 7, 17, 19, 23, 26, 31]",ᴤ
"[2, 4, 14, 16, 24, 31, 36]",ᴥ
"[2, 14, 24, 31, 36]",ᴦ
"[24, 31, 36]",ᴧ
"[0, 12, 23, 24, 31, 40]",ᴨ
"[0, 12, 31, 40]",ᴩ
"[2, 14, 21, 31, 38]",ᴪ
"[2, 14, 21, 23, 31, 38]",ᴫ
"[2, 14, 31, 38]",ᴬ
"[-1, 11, 26, 31]",ᴭ
"[-3, 9, 24, 26, 36]",ᴮ
"[4, 16, 24, 26, 28, 31]",ᴯ
"[5, 17, 21, 23, 28, 33]",ᴰ
"[-3, -1, 9, 24, 26, 28, 36]",ᴱ
"[5, 17, 21, 23, 24, 33]",ᴲ
"[2, 14, 17, 21, 22, 29]",ᴳ
"[4, 5, 16, 17, 19, 21, 24, 26, 28]",ᴴ
"[0, 7, 12, 16, 23, 24]",ᴵ
"[0, 12, 23, 28, 31]",ᴶ
"[4, 16, 18, 21, 26]",ᴷ
"[4, 16, 21, 26]",ᴸ
"[4, 16, 19, 21, 31]",ᴹ
"[2, 4, 14, 16, 19, 21, 31]",ᴺ
"[2, 14, 19, 21, 31]",ᴻ
"[19, 21, 31]",ᴼ
"[2, 14, 21, 24, 26, 29]",ᴽ
"[4, 16, 21, 23, 26]",ᴾ
"[4, 16, 23, 26]",ᴿ
"[0, 12, 23, 24, 28, 31]",ᵀ
"[23, 24, 28, 31]",ᵁ
"[5, 16, 17, 19, 21, 24, 26, 28]",ᵂ
"[4, 16, 20, 26]",ᵃ
"[2, 4, 14, 19, 21, 31]",ᵄ
"[14, 19, 21, 31]",ᵅ
"[4, 16, 20, 21, 23, 26]",ᵆ
"[2, 24, 31, 36]",ᵇ
"[17, 24, 31, 40]",ᵈ
"[14, 24, 31, 36]",ᵉ
"[4, 5, 17, 21, 24, 26]",ᵊ
"[0, 7, 12, 16, 19, 23, 24]",ᵋ
"[2, 19, 21, 31]",ᵌ
"[0, 12, 19, 29, 33]",ᵍ
"[-3, 9, 16, 23, 24, 26, 28]",ᵎ
"[-1, 11, 19, 24, 26, 28, 29]",ᵏ
"[7, 19, 24, 26, 28, 29]",ᵐ
"[7, 9, 12, 17]",ᵑ
"[7, 11, 12, 19]",ᵒ
"[11, 12]",ᵓ
"[5, 9, 11, 17]",ᵔ
"[-3, 12, 24]",ᵕ
"[2, 17, 26]",ᵖ
"[5, 12, 19, 24]",ᵗ
"[12, 18, 21]",ᵘ
"[-8, 4, 7, 12, 16]",ᵙ
"[-3, 0, 5, 9, 12]",ᵚ
"[-5, 0, 4, 7, 12, 16]",ᵛ
"[-12, -5, 4, 7, 12]",ᵜ
"[-10, -3, 2, 9, 17]",ᵝ
"[-10, -1, 9, 14, 17]",ᵞ
"[-10, 1, 7, 13, 16]",ᵟ
"[-10, 2, 5, 9, 14]",ᵠ
"[-10, 2, 6, 9, 12]",ᵡ
"[-12, 0, 24, 28]",ᵢ
"[-12, 0, 12, 17, 19, 26]",ᵣ
"[-12, -7, 0, 5, 12, 16, 19]",ᵤ
"[-5, 7, 12, 16, 17, 19, 24, 26]",ᵥ
"[-12, 0, 24, 31]",ᵦ
"[-12, 0, 12, 19, 24, 28, 31]",ᵧ
"[-12, 0, 12, 17, 19, 26, 28]",ᵨ
"[-12, -8, 0, 4, 19]",ᵩ
"[7, 19, 23, 24, 26]",ᵪ
"[-8, 4, 19, 21, 24]",ᵫ
"[-5, 0, 19, 24]",ᵬ
"[-7, 0, 5, 12, 16, 17, 19, 21]",ᵭ
"[-8, 0, 4, 12, 19, 24]",ᵮ
"[9, 21, 29, 36, 41]",ᵯ
"[5, 17, 29, 33, 41]",ᵰ
"[12, 24, 33, 36, 41]",ᵱ
"[-7, 5, 24, 29]",ᵲ
"[-7, 5, 19, 24, 28, 29]",ᵳ
"[4, 16, 19, 24, 33]",ᵴ
"[-5, 7, 19, 21, 23, 26]",ᵵ
"[-3, 9, 17, 24, 26]",ᵶ
"[-7, 5, 21, 24, 28, 29]",ᵷ
"[-7, 5, 19, 21, 24, 28, 29]",ᵸ
"[17, 21, 24, 33]",ᵹ
"[4, 24, 33]",ᵺ
"[-8, 0, 11, 16]",ᵻ
"[-12, 0, 10]",ᵼ
"[-5, -2, 4, 10]",ᵽ
"[-10, -2, 5, 10]",ᵾ
"[-5, 5, 10, 19]",ᵿ
"[0, 3, 12, 21]",ᶀ
"[2, 10, 19]",ᶁ
"[0, 3, 12, 15]",ᶂ
"[7, 10, 19]",ᶃ
"[-9, 0, 12, 19]",ᶄ
"[-5, 5, 14, 21]",ᶅ
"[0, 2, 10, 17]",ᶆ
"[-2, 6, 14, 21]",ᶇ
"[2, 14, 19, 29, 33]",ᶈ
"[4, 7, 16, 19, 28, 31]",ᶉ
"[11, 19, 29, 38]",ᶊ
"[5, 11, 17, 19, 23, 26, 29, 31, 38]",ᶋ
"[2, 14, 24, 28, 33]",ᶌ
"[14, 26, 30, 35]",ᶍ
"[0, 4, 12, 16, 24, 28]",ᶎ
"[0, 12, 24, 28, 32]",ᶏ
"[-1, 5, 11, 17, 19, 23, 26, 29, 31, 38]",ᶐ
"[26, 30, 33]",ᶑ
"[5, 26, 31]",ᶒ
"[7, 29, 40]",ᶓ
"[-10, 2, 12, 18, 24, 28]",ᶔ
"[-10, 2, 9, 18, 24, 26]",ᶕ
"[-5, 7, 11, 19, 23, 26]",ᶖ
"[-3, 9, 16, 19, 24, 31]",ᶗ
"[-1, 11, 14, 19, 26, 29]",ᶘ
"[-3, 9, 12, 21, 24]",ᶙ
"[-8, 4, 11, 20, 26]",ᶚ
"[-7, 4, 7, 12]",ᶛ
"[-7, 7, 12]",ᶜ
"[9, 14, 16, 24]",ᶝ
"[-5, 0, 2, 7]",ᶞ
"[-5, 2, 7]",ᶟ
"[-8, 1, 9, 16]",ᶠ
"[-5, 0, 11, 12]",ᶡ
"[0, 9, 17, 23]",ᶢ
"[2, 7, 10, 14]",ᶣ
"[-7, 5, 11, 20]",ᶤ
"[-7, 8, 12, 23]",ᶥ
"[6, 9, 12, 14]",ᶦ
"[4, 14, 20, 29]",ᶧ
"[4, 14, 20, 28]",ᶨ
"[-8, 7, 13, 16]",ᶩ
"[-19, -17, -5, 0, 4]",ᶪ
"[-17, -12, -10, -8, -5, 0]",ᶫ
"[-5, -2, 3, 7]",ᶬ
"[3, 6, 12, 19]",ᶭ
"[2, 8, 11, 16]",ᶮ
"[1, 6, 10, 16]",ᶯ
"[0, 4, 10, 21]",ᶰ
"[1, 4, 10, 21]",ᶱ
"[2, 5, 9, 19]",ᶲ
"[3, 9, 12, 17]",ᶳ
"[-1, 5, 9, 16]",ᶴ
"[-1, 5, 9, 14]",ᶵ
"[2, 8, 12, 17]",ᶶ
"[2, 14, 26, 29, 41]",ᶷ
"[4, 16, 24, 34, 43]",ᶸ
"[12, 15, 20]",ᶹ
"[-2, 10, 13, 19, 22]",ᶺ
"[-11, 1, 13, 20, 29]",ᶻ
"[-11, 1, 12, 20, 29]",ᶼ
"[-5, 7, 15, 22, 25]",ᶽ
"[-12, 0, 15, 20, 27]",ᶾ
"[-11, 1, 17, 20, 25]",ᶿ
"[-11, 1, 17, 20]",᷀
"[-11, 1, 17, 20, 24]",᷁
"[-9, 3, 10, 20, 22]",᷂
"[-9, 3, 10, 12, 20, 22]",᷃
"[-9, 3, 12, 20, 22]",᷄
"[-9, 3, 20, 22]",᷅
"[-9, 3, 13, 19, 22]",᷆
"[-5, 7, 19, 22, 27]",᷇
"[7, 19, 22, 27]",᷈
"[-4, 8, 19, 22, 27]",᷉
"[-2, 10, 17, 22, 25]",᷊
"[-2, 10, 17, 20, 25]",᷋
"[-9, 3, 10, 20, 22, 24]",᷌
"[-9, 3, 12, 13, 19, 22]",᷍
"[1, 13, 15, 19, 22]",᷎
"[0, 12, 15, 21, 24]",᷏
"[-7, 5, 13, 22, 29]",᷐
"[-7, 5, 12, 20, 32]",᷑
"[-5, -4, 7, 8, 17, 19, 24]",᷒
"[-4, 8, 17, 24]",ᷓ
"[-2, 10, 17, 20, 26]",ᷔ
"[-9, 3, 15, 19, 20, 27]",ᷕ
"[-9, 3, 15, 19, 27]",ᷖ
"[-5, 7, 13, 22, 27]",ᷗ
"[-4, 8, 12, 20, 27]",ᷘ
"[-7, 5, 20, 25]",ᷙ
"[-9, 3, 18, 22, 27]",ᷚ
"[-9, 3, 18, 24, 27]",ᷛ
"[-11, 1, 17, 25, 29]",ᷜ
"[-11, 1, 20, 25, 29]",ᷝ
"[-12, 0, 20, 27]",ᷞ
"[-7, 5, 13, 20, 25]",ᷟ
"[-2, 10, 13]",ᷠ
"[-11, 1, 17, 20, 24, 25]",ᷡ
"[0, 15, 20]",ᷢ
"[-2, 10, 17, 25]",ᷣ
"[-4, 7, 8, 17, 19, 24]",ᷤ
"[15, 20]",ᷥ
"[-11, 1, 20, 29]",ᷦ
"[-4, 19, 22, 27]",ᷧ
"[-5, -4, 8, 17, 24]",ᷨ
"[-9, 3, 18, 27]",ᷩ
"[-2, 10, 17, 26, 31]",ᷪ
"[-5, 7, 14, 21, 24]",ᷫ
"[-8, 4, 22, 25, 31]",ᷬ
"[-2, 10, 16, 19, 24]",ᷭ
"[-3, 9, 17, 29]",ᷮ
"[-3, 9, 15, 24, 29]",ᷯ
"[-2, 10, 14, 26, 29]",ᷰ
"[-2, 10, 17, 22, 28]",ᷱ
"[-2, 10, 17, 22]",ᷲ
"[-3, 9, 17, 24, 28]",ᷳ
"[-1, 11, 17, 26, 33]",ᷴ
"[1, 13, 16, 28, 33]",᷵
"[2, 14, 19, 26, 28]",᷶
"[2, 14, 17, 19, 26, 28]",᷷
"[0, 12, 22, 26, 28, 31]",᷸
"[2, 14, 19, 21, 26, 28, 29]",᷹
"[0, 12, 21, 24, 26, 29]",᷺
"[2, 14, 19, 26, 28, 29]",᷻
"[7, 19, 24, 30, 33]",᷼
"[0, 12, 26, 30, 33]",᷽
"[0, 12, 24, 28, 35]",᷾
"[0, 12, 24, 28, 33, 35]",᷿
"[2, 14, 21, 29, 35]",Ḁ
"[8, 20, 26, 35, 41]",ḁ
"[2, 14, 23, 26, 31, 33]",Ḃ
"[-5, 4, 19]",ḃ
"[4, 10, 19]",Ḅ
"[2, 14, 21, 24, 26]",ḅ
"[28, 33, 36]",Ḇ
"[4, 6, 16, 18, 28, 33, 36]",ḇ
"[6, 18, 28, 36]",Ḉ
"[0, 12, 24, 40]",ḉ
"[-8, 8, 16, 23]",Ḋ
"[-8, 8, 23]",ḋ
"[-7, 0, 4, 5, 9, 10, 12]",Ḍ
"[-2, 10, 12, 16]",ḍ
"[-7, -3, 5, 9, 12]",Ḏ
"[2, 6, 14, 22]",ḏ
"[-1, 2, 8, 17]",Ḑ
"[15, 22, 31]",ḑ
"[10, 15, 22, 31]",Ḓ
"[10, 17, 22, 32]",ḓ
"[3, 14, 22, 29]",Ḕ
"[4, 5, 16, 19, 23, 24, 26, 28]",ḕ
"[12, 14, 24, 29]",Ḗ
"[2, 4, 14, 16, 17, 19, 24, 31]",ḗ
"[5, 7, 17, 24, 29, 33]",Ḙ
"[4, 16, 20, 24, 36]",ḙ
"[3, 15, 24, 27, 30, 33]",Ḛ
"[12, 14]",ḛ
"[2, 4, 14, 16, 19, 23, 24, 28, 29]",Ḝ
"[14, 17, 24, 26]",ḝ
"[0, 2, 12, 14, 16, 17, 24, 31]",Ḟ
"[5, 7, 17, 19, 21, 23, 29, 33, 36]",ḟ
"[4, 5, 16, 17, 19, 23, 24, 26, 28]",Ḡ
"[2, 4, 16, 19, 24, 31]",ḡ
"[2, 14, 16, 19, 23, 29]",Ḣ
"[0, 2, 12, 14, 16, 17, 24, 31, 36]",ḣ
"[5, 7, 17, 19, 23, 24, 29, 33]",Ḥ
"[17, 21, 24, 36]",ḥ
"[-7, 2, 7, 14]",Ḧ
"[-5, 2, 11, 16]",ḧ
"[-8, 4, 8, 12]",Ḩ
"[-3, 2, 9, 11]",ḩ
"[1, 7, 16]",Ḫ
"[7, 19, 23, 24, 31, 38, 40]",ḫ
"[0, 12, 24, 31, 41]",Ḭ
"[2, 14, 21, 30, 33]",ḭ
"[4, 16, 23, 31, 38]",Ḯ
"[17, 24, 33, 40]",ḯ
"[5, 17, 24, 29, 38]",Ḱ
"[5, 33, 40]",ḱ
"[7, 19, 24, 26, 31, 41]",Ḳ
"[7, 19, 24, 31, 38, 40]",ḳ
"[19, 24, 31, 40]",Ḵ
"[7, 19, 26, 31, 40, 41]",ḵ
"[-12, -8, 0, 4]",Ḷ
"[-12, -8, 0, 9]",ḷ
"[-10, -7, 0, 7]",Ḹ
"[-10, -7, 0]",ḹ
"[-10, -7, -1, 9]",Ḻ
"[-8, -5, 0]",ḻ
"[-8, 0]",Ḽ
"[-8, 0, 4]",ḽ
"[-20, -8, -1, 7]",Ḿ
"[-20, -8, -1]",ḿ
"[-20, -8, -1, 4]",Ṁ
"[-19, -8, -7, -3, 0, 5]",ṁ
"[-19, -8, -7, -3, 0]",Ṃ
"[-19, -8, -7, -3, 0, 4]",ṃ
"[-17, -8, -5, 0, 2]",Ṅ
"[-17, -8, -5, 2]",ṅ
"[-17, -8, -5, -1, 2]",Ṇ
"[-17, -8, -5, -1]",ṇ
"[-15, -8, 0]",Ṉ
"[-15, -8, -7, 0, 2]",ṉ
"[-8, 2]",Ṋ
"[-17, -8, -5, -3, 4]",ṋ
"[-17, -8, -3, 4]",Ṍ
"[-17, -8, -7, -1, 2]",ṍ
"[-8, -7, -1, 2]",Ṏ
"[-8, -1, 2]",ṏ
"[-8, -5]",Ṑ
"[-8, 9]",ṑ
"[-10, -8, -7, 0, 7]",Ṓ
"[-10, -8, -7, 0]",ṓ
"[-8, -7, 0, 9]",Ṕ
"[-10, -8, -7, -1, 9]",ṕ
"[-8, 5]",Ṗ
"[-8, 11, 16, 19]",ṗ
"[-6, 4, 12, 21]",Ṙ
"[-3, 4, 11, 19]",ṙ
"[-1, 3, 9, 18]",Ṛ
"[-12, 4, 9, 16]",ṛ
"[-8, 2, 9, 12]",Ṝ
"[-1, 11, 19, 31, 38]",ṝ
"[5, 17, 19, 21, 24, 29, 31]",Ṟ
"[9, 17, 24, 36]",ṟ
"[-3, 9, 21, 26, 28, 29, 31]",Ṡ
"[-3, 9, 21, 26, 29]",ṡ
"[-3, 1, 9, 13, 21, 25, 28, 33]",Ṣ
"[1, 28]",ṣ
"[-1, 11, 19, 26, 28]",Ṥ
"[-5, 19, 23, 31]",ṥ
"[5, 17, 19, 26, 33, 35]",Ṧ
"[5, 17, 19, 26, 33]",ṧ
"[5, 17, 19, 26]",Ṩ
"[5, 26, 35]",ṩ
"[4, 5, 16, 19, 24, 26, 35, 36]",Ṫ
"[1, 13, 22, 25, 28]",ṫ
"[10, 19, 28, 36]",Ṭ
"[-4, 24]",ṭ
"[5, 17, 19, 24, 29, 31]",Ṯ
"[0, 12, 19, 24, 28, 31, 36]",ṯ
"[4, 5, 16, 19, 24, 36]",Ṱ
"[-2, 28, 36]",ṱ
"[-5, 19, 24, 28]",Ṳ
"[5, 17, 19, 21, 24, 29]",ṳ
"[-3, 25, 28]",Ṵ
"[-3, 1, 13, 21, 25, 28, 33]",ṵ
"[-1, 11, 19, 26, 28, 29]",Ṷ
"[-5, -1, 7, 14, 23, 26, 31]",ṷ
"[0, 35]",Ṹ
"[0, 26, 35]",ṹ
"[4, 5, 17, 19, 24, 36]",Ṻ
"[1, 13, 22, 25]",ṻ
"[1, 2, 14, 23, 28, 29, 31]",Ṽ
"[2, 14, 23, 28, 29, 31]",ṽ
"[0, 7, 12, 19, 23, 28, 31, 33]",Ṿ
4-Sep,ṿ
"[-2, 28]",Ẁ
"[-5, 0, 7, 12, 17, 19, 24, 28]",ẁ
"[-5, 7, 14, 19, 23, 31]",Ẃ
"[-5, 0, 7, 12, 19, 23, 24, 28]",ẃ
"[0, 7, 12, 19, 23, 28, 29, 31, 36]",Ẅ
"[-7, 0, 5, 12, 17, 19, 24, 28, 29, 31, 33]",ẅ
"[-7, 5, 17, 24, 29]",Ẇ
"[1, 13, 22, 28]",ẇ
"[-5, 2, 7, 14, 23, 29, 31, 33]",Ẉ
"[-5, 7, 23, 28, 29, 31, 33]",ẉ
"[28, 29, 31]",Ẋ
"[-4, 8, 17, 24, 31]",ẋ
3.416666667,Ẍ
"[2, 17, 19, 26]",ẍ
"[5, 15, 19, 24]",Ẏ
"[3, 12, 15]",ẏ
"[0, 12, 15, 31]",Ẑ
"[0, 15, 19, 31]",ẑ
"[0, 12, 20, 29]",Ẓ
"[0, 15, 20, 26]",ẓ
"[2, 10, 17]",Ẕ
"[2, 7, 17, 22]",ẕ
"[-2, 2, 7, 19]",ẖ
"[-7, 12, 15, 20]",ẗ
"[-5, 10, 15, 19]",ẘ
"[-7, 5, 8, 17]",ẙ
"[-7, 3, 9, 12]",ẚ
"[7, 10, 16, 22]",ẛ
"[-3, 5, 14, 21]",ẜ
"[-1, 11, 16, 21]",ẝ
"[2, 4, 14, 16, 23, 24, 31, 40, 41]",ẞ
"[5, 7, 17, 19, 28, 29, 31, 33, 36, 38]",ẟ
"[7, 12, 19, 24, 26, 31, 40, 41]",Ạ
"[24, 28, 31, 43]",ạ
"[4, 5, 16, 24, 29, 31, 38, 40]",Ả
"[0, 7, 12, 19, 24, 26, 28, 29, 35, 36]",ả
"[4, 5, 16, 24, 31, 40]",Ấ
"[-2, 10, 17, 22, 26, 28]",ấ
"[-3, 9, 17, 24, 29, 31]",Ầ
"[-2, 10, 19, 22, 28]",ầ
"[-5, 7, 16, 17, 23, 24, 31, 33]",Ẩ
"[0, 12, 17, 21, 26]",ẩ
"[0, 22, 28]",Ẫ
"[-5, 7, 16, 17, 23, 33]",ẫ
"[0, 19, 29, 38]",Ậ
"[12, 19, 29, 38]",ậ
"[12, 36, 43]",Ắ
"[12, 28, 31, 36]",ắ
"[9, 21, 26, 36]",Ằ
"[36, 43]",ằ
"[7, 36, 40]",Ẳ
"[36, 40]",ẳ
"[21, 26, 30, 36]",Ẵ
"[-1, 4, 14, 17]",ẵ
"[-1, 6, 11, 15]",Ặ
"[0, 12, 18, 27, 35]",ặ
"[5, 17, 24, 28, 33]",Ẹ
"[6, 18, 24, 26, 38]",ẹ
"[-5, 7, 21, 24, 28]",Ẻ
"[-5, 4, 5, 11]",ẻ
"[-12, 0, 2, 5]",Ẽ
"[-7, 5, 17, 23, 26]",ẽ
"[-8, 4, 19, 26, 28]",Ế
"[0, 12, 19, 23, 26]",ế
"[-3, 9, 24, 31]",Ề
"[-3, 0, 9, 21, 28, 31]",ề
"[-5, 2, 7, 14, 19, 21, 26, 29]",Ể
"[-3, -1, 9, 24, 26, 31]",ể
"[-3, 0, 9, 12, 19, 21, 28, 31]",Ễ
"[-3, -1, 9, 11, 19, 24, 26, 31]",ễ
"[-7, 5, 17, 19, 21, 26]",Ệ
"[-1, 0, 11, 12, 19, 26, 28, 31]",ệ
"[-3, 9, 12, 19, 21, 28, 31]",Ỉ
"[-7, 5, 21, 28]",ỉ
"[-3, -1, 9, 11, 19, 24, 31]",Ị
"[-7, 5, 17, 19, 21, 26, 28]",ị
"[-3, 0, 9, 18]",Ọ
"[-7, 7, 19]",ọ
"[-12, -5, 0, 16, 19, 24]",Ỏ
"[-1, 19, 26]",ỏ
"[-5, 0, 16]",Ố
"[-5, 0, 16, 19, 24]",ố
"[7, 18, 23, 26]",Ồ
"[5, 18, 21, 26]",ồ
"[4, 9, 18, 26]",Ổ
"[4, 14, 18, 26]",ổ
"[2, 14, 18, 21, 26]",Ỗ
"[2, 14, 18, 21, 24]",ỗ
"[-5, 7, 17, 21, 29]",Ộ
"[-8, 4, 16, 19, 24, 36]",ộ
"[2, 12, 16, 19]",Ớ
"[7, 9, 19, 28]",ớ
"[0, 14, 19, 30]",Ờ
"[0, 16, 19, 26]",ờ
"[-3, 15, 19, 24]",Ở
"[4, 14, 19, 26]",ở
"[9, 14, 18, 21]",Ỡ
"[9, 14, 19, 23]",ỡ
"[9, 16, 19, 25]",Ợ
"[6, 21]",ợ
"[2, 12, 14, 18, 26]",Ụ
"[-2, 5, 13, 20]",ụ
"[-2, 7, 13, 19]",Ủ
"[5, 8, 12, 24]",ủ
"[8, 17, 24]",Ứ
"[7, 10, 17, 22]",ứ
"[7, 10, 22]",Ừ
"[3, 8, 17, 24]",ừ
"[1, 5, 17, 22]",Ử
"[0, 5, 12, 20]",ử
"[-7, 5, 12, 17, 23]",Ữ
"[-8, -7, 4, 5, 9, 13, 21, 26, 28]",ữ
"[-12, 0, 12, 21, 29]",Ự
"[-8, 4, 13, 21]",ự
"[-10, -8, 2, 4, 13, 14, 21, 29]",Ỳ
"[-10, -8, 2, 4, 13, 14, 21, 28, 29]",ỳ
"[-12, 0, 16, 22, 24]",Ỵ
"[2, 14, 17, 22, 31]",ỵ
"[-2, 10, 17, 26, 33]",Ỷ
"[-2, 10, 19, 26]",ỷ
"[-5, 7, 19, 22, 34]",Ỹ
"[-5, 7, 18, 24, 34]",ỹ
"[-5, 7, 18, 24]",Ỻ
"[-5, 7, 18, 24, 33]",ỻ
"[-3, 9, 19, 26, 28]",Ỽ
"[-5, 22, 34]",ỽ
"[-3, 26, 28]",Ỿ
"[-2, 22, 28]",ỿ
"[-2, 22]",ἀ
"[0, 21, 24]",ἁ
"[0, 16, 22, 24]",ἂ
"[2, 22, 31]",ἃ
"[7, 12, 16, 28]",ἄ
"[-7, 0, 5, 11]",ἅ
"[-12, 4]",ἆ
"[-12, 4, 14, 17]",ἇ
"[-3, 0, 16, 19]",Ἀ
"[-3, 2, 14, 17]",Ἁ
"[-3, 9, 17, 21, 29]",Ἂ
"[-3, 9, 17, 21, 24, 29]",Ἃ
"[18, 28]",Ἄ
"[-5, 16, 19, 24]",Ἅ
"[9, 14, 24, 26, 30]",Ἆ
"[11, 14, 19, 23, 26, 31]",Ἇ
"[5, 9, 12, 17, 21, 24]",ἐ
"[12, 17, 21, 24, 29]",ἑ
"[7, 16, 19, 28]",ἒ
"[9, 12, 17, 21, 29]",ἓ
"[-3, 9, 29, 33, 41]",ἔ
"[7, 14, 29, 35]",ἕ
"[2, 12, 30, 40]",἖
"[30, 40]",἗
"[2, 12, 30, 38]",Ἐ
"[2, 26, 31, 38]",Ἑ
"[-5, 26, 31, 38]",Ἒ
"[9, 12, 17, 29, 33, 41]",Ἓ
"[0, 12, 31, 36, 40, 43]",Ἔ
"[0, 12, 31, 36, 43]",Ἕ
"[5, 12, 33, 36, 41]",἞
"[5, 33, 36, 41]",἟
"[-5, 7, 31, 40]",ἠ
"[7, 11, 17, 29, 35, 38]",ἡ
"[29, 35, 38]",ἢ
"[0, 28, 31, 36]",ἣ
"[7, 16, 28, 31, 36]",ἤ
"[16, 19, 24, 28, 36]",ἥ
"[7, 11, 31]",ἦ
"[7, 14, 31, 35]",ἧ
"[7, 14, 35]",Ἠ
"[7, 14, 33, 36]",Ἡ
"[7, 35]",Ἢ
"[7, 19, 38]",Ἣ
"[-5, 7, 31, 38, 41]",Ἤ
"[31, 38, 41]",Ἥ
"[11, 31, 38, 41]",Ἦ
"[11, 14, 31, 38, 41]",Ἧ
"[14, 31, 38, 41]",ἰ
"[19, 31, 38, 41]",ἱ
"[19, 38, 41]",ἲ
"[7, 19, 36, 40]",ἳ
"[17, 35, 38]",ἴ
"[12, 19, 31, 36, 40]",ἵ
"[9, 14, 33, 36, 38, 42]",ἶ
"[-5, 31, 35, 38, 43]",ἷ
"[31, 35, 38, 43]",Ἰ
"[2, 11, 31, 35, 38, 43]",Ἱ
"[11, 19, 31, 35, 38, 43]",Ἲ
"[11, 19, 31, 38, 43]",Ἳ
"[7, 17, 31, 35, 38]",Ἴ
"[9, 16, 33, 36]",Ἵ
"[4, 16, 35]",Ἶ
"[16, 32, 35]",Ἷ
"[14, 32, 35]",ὀ
"[5, 9, 17, 29, 33, 36]",ὁ
"[5, 9, 29, 33, 36]",ὂ
"[12, 17, 29, 33, 36]",ὃ
"[12, 17, 29, 36]",ὄ
"[17, 31, 35]",ὅ
"[7, 12, 28, 31]",὆
"[-5, 28, 31, 36, 40]",὇
"[7, 11, 14, 19, 26, 29, 38]",Ὀ
"[7, 11, 26, 29, 38]",Ὁ
"[7, 12, 16, 24, 28, 31, 36]",Ὂ
"[35, 36]",Ὃ
"[12, 19, 24, 36, 40]",Ὄ
"[12, 16, 19, 24, 31, 36, 40]",Ὅ
"[-7, 5, 33, 36, 41]",὎
"[33, 36, 41]",὏
"[36, 41]",ὐ
"[12, 17, 21, 33, 36, 41]",ὑ
"[17, 21, 24, 33, 36, 41, 45]",ὒ
"[12, 16, 19, 31, 36, 43]",ὓ
"[12, 19, 31, 36]",ὔ
"[12, 16, 19, 24, 31, 40]",ὕ
"[7, 16, 31, 40]",ὖ
"[-7, 5, 33, 41]",ὗ
"[9, 12, 17, 33, 41]",὘
"[4, 12, 31, 36, 43]",Ὑ
"[4, 12, 31, 36]",὚
"[12, 36]",Ὓ
"[7, 12, 31, 40]",὜
"[7, 11, 17, 29, 31, 38]",Ὕ
"[7, 29, 31, 38]",὞
"[12, 16, 28, 31, 36]",Ὗ
"[12, 16, 31]",ὠ
"[-8, 4, 16, 19]",ὡ
"[12, 18, 26]",ὢ
"[-17, -5, 16, 19, 24]",ὣ
"[2, 14, 19, 23, 26, 29]",ὤ
"[23, 26, 29]",ὥ
"[9, 16, 21, 23, 24, 26]",ὦ
"[2, 11, 19, 23, 26, 31]",ὧ
"[16, 20, 23]",Ὠ
"[5, 9, 17, 21, 24]",Ὡ
"[-5, 16, 19, 24, 28]",Ὢ
"[7, 11, 17, 19, 23, 26]",Ὣ
"[23, 24]",Ὤ
"[-7, 29]",Ὥ
"[16, 19, 24, 36, 40, 48]",Ὦ
